date,co(gt),pt08.s1(co),nmhc(gt),c6h6(gt),pt08.s2(nmhc),nox(gt),pt08.s3(nox),no2(gt),pt08.s4(no2),pt08.s5(o3),t,rh,ah,unnamed:_15,unnamed:_16,time_01.00.00,time_02.00.00,time_03.00.00,time_04.00.00,time_05.00.00,time_06.00.00,time_07.00.00,time_08.00.00,time_09.00.00,time_10.00.00,time_11.00.00,time_12.00.00,time_13.00.00,time_14.00.00,time_15.00.00,time_16.00.00,time_17.00.00,time_18.00.00,time_19.00.00,time_20.00.00,time_21.00.00,time_22.00.00,time_23.00.00
-0.6050868,0.7936281,1.2298378,2.3113918,-1.1258326,0.41993144,0.2114261,0.6702358,0.5761575,0.81125444,0.13607092,1.9546337,1981-01-01,-0.15431099,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.6050868,0.41645336,0.97730774,1.7033004,1.367731,0.087559715,0.11158359,1.039761,0.5514661,0.59645927,-0.06783071,1.9793541,1979-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.6050868,0.41645336,0.90279067,1.8177646,1.3331941,0.018452728,0.1506524,1.118145,0.6131946,0.45153725,-0.043183263,2.094716,2071-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.6050868,0.7936281,1.2795159,2.2112355,-1.1465547,0.37386012,0.3677013,0.7635502,0.6625774,0.7827876,0.2861963,2.1029563,2067-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.6050868,1.9251524,2.0992036,3.3344162,-0.41437256,1.357812,0.53265846,-0.016558247,0.8601085,1.7247809,0.9696028,-1.2095797,2064-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.6050868,3.1644409,2.4717891,4.436135,0.0415144,1.9139588,0.97543824,-0.37861818,1.1193681,2.3717544,1.6306026,2.094716,2069-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.6050868,2.7333841,2.3434541,4.0068936,-0.19333646,1.6375308,0.83652693,-0.22558253,1.0329483,2.0042734,1.5185688,2.0864758,2067-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.6050868,1.3863313,0.98972726,2.5474744,-1.0360366,0.5581454,0.35467836,0.57318884,0.67492306,0.7517329,0.6917589,2.0452752,2064-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.6050868,-0.23013194,-0.4509361,1.5745281,0.8773072,-0.51794916,-0.2791044,1.946777,0.045292616,-0.21613932,-0.34791538,1.971114,2063-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.6050868,-0.5534246,-0.6662076,1.3241376,-0.4972611,-0.91284627,-0.4831304,2.39282,-0.34976962,-0.42575872,-0.95065755,1.971114,2060-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.48991996,-0.122367725,0.025145186,1.531604,1.1328802,-0.33366385,-0.15755704,1.6817641,0.19344096,-0.10744779,-0.35911876,1.9793541,2058-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.014603509,-0.123888955,1.517296,1.1950465,-0.25468442,-0.109806284,1.6556361,0.353935,-0.099684104,-0.3232679,1.9299133,2059-01-01,-0.21093516,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.28401405,-0.35571983,1.4242938,0.8358629,-0.61996424,-0.33119616,2.2117898,0.11936679,-0.29118824,-0.6369627,1.8804725,2061-01-01,-0.19677912,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.66118884,-0.7655637,1.2883674,-1.2363505,-1.0938407,-1.555352,2.39282,-1.831253,-0.5939718,-1.0402846,1.8722323,2062-01-01,-0.21093516,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-1.1461278,-1.0056742,1.2096733,-1.2916096,-1.3176157,-0.59599584,2.39282,-0.60902923,-0.7311302,-1.3270913,1.7980711,2065-01-01,-0.21093516,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.768953,-0.9394369,1.1882112,-1.298517,-1.3340698,-0.556927,2.39282,-0.46088088,-0.6767844,-1.3046845,1.8145514,2065-01-01,-0.21093516,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.66118884,-0.6082499,1.2597514,-1.243258,-1.1037132,-0.44406158,2.39282,-0.12754712,-0.50080764,-1.0963016,1.8557521,2062-01-01,-0.19677912,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-0.28401405,0.0706834,1.3742156,0.856585,-0.5804745,-0.21398975,2.1781967,0.27986082,-0.1436783,-0.5114848,1.8227915,2065-01-01,-0.21093516,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,1.7096239,2.1240427,2.5832443,-0.6837603,1.0846748,0.6455239,0.34923425,0.73665154,1.2511964,0.9494368,1.8969527,2063-01-01,-0.21093516,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,-1.1461278,1.9501696,-0.29267013,-0.32457665,1.4696995,-1.555352,-0.1360007,-1.831253,1.6600835,1.370684,2.0535154,2056-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,0.95527446,1.1429013,2.6261685,-0.95314807,0.6963594,0.12460653,0.4052229,0.5020833,0.7646724,0.58420634,-0.9706156,2041-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,0.6858639,0.7827354,2.3256998,-1.1189251,0.42980385,0.2504949,0.61797976,0.76134294,0.4696525,0.42735896,-0.8799741,2038-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,0.36257124,0.5467647,1.953691,-1.2156284,0.2619726,-0.066396505,0.8643298,0.39097208,0.311791,-0.03870191,-0.82229316,2036-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.48991996,0.57809967,0.7371972,2.1396954,-1.1603694,0.36069688,0.007400122,0.7635502,0.42800915,0.45671302,0.015074343,-0.7316516,2034-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.48991996,0.6858639,0.8820915,2.3471618,-1.0360366,0.564727,0.020423057,0.5433282,0.51442903,0.6301019,0.18984717,-0.71517134,2035-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.48991996,0.7936281,1.1553208,2.461626,-0.9393333,0.7095226,0.13762946,0.44254866,0.5514661,0.8371334,0.36462,-0.75637203,2037-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.48991996,0.73974603,0.9731679,2.3185458,-1.042944,0.54827297,0.085537724,0.5619911,0.47739193,0.62233824,0.3041217,-0.7481319,2037-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.48991996,0.5242176,0.8282736,2.0896173,-1.1120178,0.4429671,-0.036009658,0.7560851,0.46504626,0.5007072,0.039721794,-0.6657305,2034-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.48991996,1.3863313,1.8052752,2.805019,-0.587057,1.219598,0.2070851,0.03196525,0.8354171,1.2770753,0.97184354,-0.814053,2039-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.48991996,1.2785671,1.8673728,2.869405,-0.6630382,1.1175829,0.1897212,0.06555843,0.7860343,1.114038,1.0569893,-0.87173396,2043-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.48991996,3.0027945,2.4717891,4.629293,0.46286446,2.3154376,0.78877616,-0.66975915,1.0946767,2.4869156,2.0406466,-0.99533606,2050-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.48991996,1.7096239,2.169581,3.5204206,-0.4627242,1.2919959,0.5022716,-0.19198935,0.8354171,1.3573,1.4580705,-1.0612571,2053-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.48991996,1.1708028,1.6976395,2.6762466,-0.9324259,0.7259767,0.4111111,0.13274482,0.71196014,0.7931392,1.1533384,-1.1518987,2059-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.48991996,2.3023272,2.4717891,3.763657,-0.34529877,1.4466639,0.61513704,-0.23304768,0.65023166,1.6704352,1.5252908,2.094716,2064-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.37475312,0.6858639,0.85311264,2.0109231,1.4229901,0.1895748,0.1506524,0.5955843,0.39097208,0.32990626,0.6917589,2.0782359,2064-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.014603509,0.5053663,1.6174521,1.2710277,-0.10988883,-0.08376042,0.9987026,0.19344096,0.12028686,0.37582338,2.0452752,2063-01-01,-0.19677912,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.17624983,0.45568827,1.4457558,1.0983433,-0.40935245,-0.32685518,1.3906231,0.008255532,-0.13332672,0.14951497,2.0205548,2063-01-01,-0.19677912,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.122367725,0.4060102,1.4672178,1.0983433,-0.40606165,-1.555352,1.4018208,-1.831253,-0.09450832,0.044203147,1.9381535,2067-01-01,-0.21093516,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-1.1461278,0.30251428,1.538758,1.1812319,-0.2810109,-0.21398975,1.2263898,0.020601226,-0.011695719,0.035240438,1.8722323,2071-01-01,-0.19677912,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.5534246,-0.3971182,1.3527536,-0.4972611,-0.9260095,-0.41801572,2.3013718,-0.20162128,-0.36882505,-0.35239673,1.9793541,2063-01-01,-0.19677912,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.39177826,0.10794193,1.3312916,-0.47653896,-0.8569025,-0.45708454,2.2491157,-0.26334974,-0.38435242,-0.3165459,1.8887126,2067-01-01,-0.18262307,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,-0.23013194,0.15761998,1.4743719,1.0776211,-0.44884217,-0.08376042,1.584717,-0.053472944,-0.0194594,-0.08127478,1.8145514,2071-01-01,-0.21093516,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,0.6858639,1.0849435,2.0824633,-1.1051104,0.44954872,0.42413402,0.49107215,0.18109526,0.676684,0.48337588,1.8310317,2071-01-01,-0.21093516,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,1.2785671,1.3830118,2.847943,-0.8771669,0.81153774,0.5934321,0.099151626,0.46504626,0.93288547,0.9740842,2.0864758,2059-01-01,-0.18262307,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,1.0091566,1.5444654,2.2827756,-1.0291293,0.57459944,0.39808813,0.24472211,0.5514661,0.64821714,1.0950807,-1.0365368,2051-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,1.5479777,1.93775,3.1627197,-0.80809313,0.9135528,0.59777313,0.017034942,0.9465283,0.94064915,1.3594807,-0.7728523,2042-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,1.224685,1.5610248,2.6404765,-0.95314807,0.69306856,0.3503374,0.26711756,0.98356545,0.6792719,0.92030793,-0.5421284,2033-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.37475312,0.73974603,1.0518248,2.2398517,-1.0705734,0.5022017,-0.022986725,0.6851661,0.5267747,0.4748283,0.27947426,-0.45972702,,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.37475312,0.25480703,0.5509045,1.9393829,1.3539163,0.057942435,-0.17492095,1.0621563,0.25516942,0.18498419,-0.28293574,-0.575089,2034-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.37475312,0.25480703,0.68751913,1.9107668,1.3953605,0.13363105,-0.17057997,0.91658586,0.42800915,0.29885152,-0.06559004,-0.5421284,2033-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.37475312,0.57809967,0.96074843,1.9322289,-1.2156284,0.2652634,-0.088101394,0.7486199,0.5267747,0.3557852,0.22793868,-0.6080495,2035-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.37475312,0.47033548,1.0435451,1.8320727,-1.1879989,0.30804393,-0.044691615,0.6441078,0.53912044,0.48000407,0.24138275,-0.6822108,2037-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.37475312,1.0091566,1.6521013,2.5045502,-0.8495374,0.8444458,0.29824564,0.1028842,0.8230714,0.93806124,0.9382334,-0.7316516,2041-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
-0.37475312,1.6018598,2.2151191,2.9838693,-0.5663349,1.2492154,0.51529455,-0.16959389,1.0329483,1.30813,1.4244603,-0.75637203,2042-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-0.37475312,1.6018598,2.2233987,3.1698737,-0.5939644,1.2097256,0.5239765,-0.1845242,0.98356545,1.2900147,1.6149179,-0.7646122,2044-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-0.37475312,1.6018598,2.2647972,3.0625634,-0.6561308,1.1208738,0.5413404,-0.15466358,0.95887405,1.1476806,2.038406,-0.79757273,2046-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
-0.37475312,0.95527446,1.532046,2.425856,-1.0153145,0.6009259,0.24181293,0.15140769,0.76134294,0.85783654,1.4513484,-0.8552537,2048-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False
-0.37475312,0.6319818,1.4244102,1.967999,-1.1672767,0.340952,0.059491858,0.33057138,0.6008489,0.48259196,1.2541689,-0.84701353,2049-01-01,-0.16846703,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-0.25958627,0.7936281,1.9046313,1.8034567,-1.1603694,0.35082445,0.13762946,0.31937364,0.5885032,0.5032951,1.2519282,-0.91293466,2053-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.73974603,1.6976395,2.0753093,-1.0982031,0.45613033,0.06817381,0.28578046,0.46504626,0.5369377,1.2407248,-0.8552537,2051-01-01,-0.21093516,,,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.57809967,1.2132785,1.7963026,1.3539163,0.061233245,-0.13151117,0.55825853,0.27986082,0.32731834,0.8082741,-1.0282966,2058-01-01,-0.16846703,,,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.5242176,1.1180623,2.0824633,1.4298974,0.20273803,-1.555352,0.4388161,-1.831253,0.5265862,0.67607415,-1.1024579,2063-01-01,-0.18262307,,,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-1.1461278,0.23213705,1.538758,1.0845286,-0.43896973,-0.3832879,1.2189245,0.008255532,0.091820024,0.1674404,-1.0612571,2061-01-01,-0.21093516,,,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.39177826,-0.049371883,1.3670616,0.2625505,-0.70881605,-0.45708454,1.7489505,-0.1398928,-0.102272,-0.10592223,-1.110698,2063-01-01,-0.21093516,,,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.5534246,0.008585838,1.3455995,-0.50416845,-0.9490451,-0.49615332,2.2080574,-0.22631267,-0.21613932,-0.23364083,-1.1024579,2062-01-01,-0.21093516,,,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.6073067,-0.19012634,1.3312916,-0.51107585,-0.95891756,-0.36592397,2.166999,-0.17692989,-0.19802406,-0.2762137,-1.2013396,2067-01-01,-0.18262307,,,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.28401405,0.33563298,1.3956777,0.8427703,-0.606801,-0.24871758,1.5735193,0.032946922,-0.0065199323,-0.03870191,-1.1024579,2062-01-01,-0.18262307,,,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.17624983,0.66682,1.545912,1.1950465,-0.25797522,-0.17492095,0.93898135,0.020601226,0.28591207,0.26154885,-1.0365368,2060-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.41645336,1.0683842,2.0610013,1.3539163,0.054651625,-0.062055524,0.554526,0.20578665,0.5110588,0.5573182,-0.86349386,2053-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.73974603,1.5361857,2.1969275,-1.1672767,0.3376612,0.07685577,0.2783153,0.40331778,0.72326607,0.8486063,-0.6657305,2046-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.73974603,1.4161305,2.1754653,-1.1810915,0.31462553,0.0117411,0.38656002,0.46504626,0.6740961,0.6402233,-0.46796715,2038-01-01,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-0.25958627,0.25480703,0.8572525,1.8034567,1.2779351,-0.08685316,-0.19662584,1.0472261,0.27986082,0.28073627,0.008352312,-0.22900313,,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-0.25958627,-0.06848562,0.5509045,1.7390704,1.2779351,-0.09014397,-0.24003562,1.1218776,0.25516942,0.19015999,-0.23364083,-0.21252285,,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-0.25958627,-0.014603509,0.7620362,1.8463807,1.3262868,-0.0012921271,-0.20096682,1.0360284,0.3168979,0.24450575,-0.17090186,-0.17132215,,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-0.25958627,0.8475102,1.5900037,2.2112355,-1.0982031,0.45613033,0.0508099,0.63664263,0.5885032,0.5938714,0.2749929,-0.14660174,,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-0.25958627,0.7936281,1.5072069,2.2541597,-1.0912956,0.4758752,0.094219685,0.5209328,0.5761575,0.65080506,0.51474535,-0.22076298,,-0.21093516,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-0.25958627,0.57809967,1.6728004,2.0109231,-1.0774809,0.48903844,0.007400122,0.4686767,0.48973763,0.65856874,0.6402233,-0.43500662,2036-01-01,-0.19677912,,,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False
