index,job_title,job_description,rating,company_name,location,headquarters,founded,industry,competitors,salary_estimate_$105K-$167K (Glassdoor est.),salary_estimate_$110K-$163K (Glassdoor est.),salary_estimate_$112K-$116K (Glassdoor est.),salary_estimate_$122K-$146K (Glassdoor est.),salary_estimate_$124K-$198K (Glassdoor est.),salary_estimate_$128K-$201K (Glassdoor est.),salary_estimate_$137K-$171K (Glassdoor est.),salary_estimate_$138K-$158K (Glassdoor est.),salary_estimate_$141K-$225K (Glassdoor est.),salary_estimate_$145K-$225K(Employer est.),salary_estimate_$212K-$331K (Glassdoor est.),salary_estimate_$31K-$56K (Glassdoor est.),salary_estimate_$56K-$97K (Glassdoor est.),salary_estimate_$66K-$112K (Glassdoor est.),salary_estimate_$69K-$116K (Glassdoor est.),salary_estimate_$71K-$123K (Glassdoor est.),salary_estimate_$75K-$131K (Glassdoor est.),salary_estimate_$79K-$106K (Glassdoor est.),salary_estimate_$79K-$131K (Glassdoor est.),salary_estimate_$79K-$133K (Glassdoor est.),salary_estimate_$79K-$147K (Glassdoor est.),salary_estimate_$80K-$132K (Glassdoor est.),salary_estimate_$87K-$141K (Glassdoor est.),salary_estimate_$90K-$109K (Glassdoor est.),salary_estimate_$90K-$124K (Glassdoor est.),salary_estimate_$91K-$150K (Glassdoor est.),salary_estimate_$92K-$155K (Glassdoor est.),salary_estimate_$95K-$119K (Glassdoor est.),salary_estimate_$99K-$132K (Glassdoor est.),size_1 to 50 employees,size_10000+ employees,size_1001 to 5000 employees,size_201 to 500 employees,size_5001 to 10000 employees,size_501 to 1000 employees,size_51 to 200 employees,size_Unknown,type_of_ownership_College / University,type_of_ownership_Company - Private,type_of_ownership_Company - Public,type_of_ownership_Contract,type_of_ownership_Government,type_of_ownership_Hospital,type_of_ownership_Nonprofit Organization,type_of_ownership_Other Organization,type_of_ownership_Private Practice / Firm,type_of_ownership_Self-employed,type_of_ownership_Subsidiary or Business Segment,type_of_ownership_Unknown,sector_Accounting & Legal,sector_Aerospace & Defense,sector_Agriculture & Forestry,sector_Biotech & Pharmaceuticals,sector_Business Services,"sector_Construction, Repair & Maintenance",sector_Consumer Services,sector_Education,sector_Finance,sector_Government,sector_Health Care,sector_Information Technology,sector_Insurance,sector_Manufacturing,sector_Media,sector_Non-Profit,"sector_Oil, Gas, Energy & Utilities",sector_Real Estate,sector_Retail,sector_Telecommunications,sector_Transportation & Logistics,sector_Travel & Tourism,revenue_$1 to $5 million (USD),revenue_$10 to $25 million (USD),revenue_$10+ billion (USD),revenue_$100 to $500 million (USD),revenue_$2 to $5 billion (USD),revenue_$25 to $50 million (USD),revenue_$5 to $10 billion (USD),revenue_$5 to $10 million (USD),revenue_$50 to $100 million (USD),revenue_$500 million to $1 billion (USD),revenue_-1,revenue_Less than $1 million (USD),revenue_Unknown / Non-Applicable
-1.6779261,-0.451073,0.19497538,0.96388924,0.45539215,-0.50126535,0.25288442,0.74218327,-0.052134946,1.5688308,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.6727712,-0.451073,-1.4853534,1.2132573,-1.7449213,0.8202345,0.85641986,0.78887504,0.60149723,2.6570933,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.6676162,-0.24594963,-1.6962732,-0.033583052,0.5699066,0.7541595,0.7989403,0.19355468,-0.11749817,2.2489948,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.6624613,-0.65619636,0.56760055,-0.78168726,0.5044698,0.24207832,0.46843278,0.28693825,-0.7057671,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.6573064,-0.451073,0.70821387,-0.40763518,0.19364482,1.4314282,0.698351,0.43868658,-0.44431424,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.6521515,0.47198215,-1.7243959,0.8392052,-0.39528668,1.4314282,0.23851453,0.567089,0.14395471,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.6469966,-0.37415174,1.4253416,0.4651531,1.5923572,0.721122,1.488695,0.77720207,0.8629501,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.6418417,-0.451073,0.10357675,-0.28295112,-1.2459655,-0.005702901,0.2816242,-0.039904285,-0.7057671,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
-1.6366867,-0.93824095,1.1581763,0.58983713,-0.17443736,0.57245326,1.3449961,0.4620325,-0.052134946,0.3105273,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.6315318,1.0873523,0.88398045,-0.28295112,1.428765,1.4975032,0.7558306,0.80054796,0.40540758,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.6263769,-0.451073,0.9402258,-0.6570032,1.4778427,0.19252208,0.9426392,0.77720207,-0.5750407,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.621222,0.13865668,0.79961246,0.71452117,0.7743967,0.19252208,0.4253231,0.7305103,0.8629501,0.7186257,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.616067,0.60018426,-0.4307537,-0.28295112,-0.64067477,0.522897,0.2959941,0.21690057,-0.44431424,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.6109121,-1.3228472,0.7433672,-0.28295112,-0.4116459,-1.6740965,0.4253231,-1.0321048,0.79758686,2.1469703,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
-1.6057572,-0.451073,1.5800161,-0.40763518,1.142479,-1.1620152,-0.93981653,0.5087243,-1.0979464,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1.6006023,-0.451073,-0.31123242,1.2132573,0.5535474,-1.6245402,-1.4571326,0.6371267,-0.5750407,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-1.5954474,-0.27159005,0.13873006,0.58983713,0.030052742,0.39074704,0.54028225,0.55541605,0.9283133,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.5902925,0.087375835,0.31449667,0.09110099,0.128208,-0.20392787,0.008596274,0.030133404,-1.0325832,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.5851375,-0.451073,0.27934334,0.96388924,-0.010845278,-0.038740396,-0.5949392,0.66047263,0.14395471,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False
-1.5799826,-0.451073,-0.5994896,-1.1557394,-0.5834176,0.9028282,0.9426392,0.77720207,-0.052134946,-0.5056696,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.5748277,-0.451073,0.51838595,0.09110099,-1.5158924,-1.4593527,-1.2128445,0.38032186,-0.44431424,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.5696728,-0.11774752,0.78555113,0.21578503,0.44721255,-1.310684,-1.3565434,0.55541605,-0.83649355,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.5645179,-0.451073,-1.0775748,1.5873095,-1.0414754,-1.4593527,-1.2128445,0.8238939,0.60149723,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.5593629,2.0616882,-1.4220773,1.3379414,-1.671305,1.0845344,1.1725575,-0.27336326,0.79758686,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
-1.554208,-0.8356793,-1.0916362,-0.1582671,-1.0741938,1.3488344,1.1581875,0.69549143,-0.052134946,2.3850276,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.5490531,-1.4510493,0.7925818,-0.5323192,0.7662171,-1.442834,-1.3134336,0.5904349,2.300941,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False
-1.5438982,-1.3484877,1.144115,-1.2804234,0.98706645,-0.18740913,0.022966165,0.345303,-0.052134946,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
-1.5387433,-0.451073,0.16685273,-1.2804234,-1.7203826,0.42378455,0.4253231,0.6021079,0.40540758,0.95668316,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.5335884,-0.451073,0.14576073,-1.9038436,-0.4443643,-1.1950527,-1.0116659,0.6021079,-0.052134946,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
-1.5284334,1.7027223,-1.2252188,-0.40763518,-0.74700963,1.0184594,1.0719682,0.20522763,0.8629501,3.0311835,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.5232785,-1.0151622,-0.92993087,-0.78168726,-1.1968879,-1.4593527,-1.2128445,0.28693825,0.9283133,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.5181236,0.88222885,1.5026789,-0.40763518,0.07095076,0.6220095,-1.2128445,-0.4251116,0.79758686,2.9971752,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.5129687,-0.9638814,1.6151695,-1.4051075,-1.131451,-0.8316403,-0.6380488,0.11184404,-1.2286729,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
-1.5078138,1.6258011,-1.3095868,1.5873095,-1.4586352,1.1506095,1.2444069,0.8238939,-0.83649355,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
-1.5026588,-0.451073,1.186299,0.58983713,-0.697932,0.45682204,0.569022,0.7538562,-0.052134946,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False
-1.4975039,-1.117724,0.8136738,0.4651531,0.65170264,-1.310684,0.4253231,-1.1605073,-0.83649355,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
-1.492349,1.8822052,0.286374,1.3379414,-0.0026656745,-1.4593527,-1.2128445,0.74218327,-0.5750407,-0.5056696,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True
